"lemmatized_Ru1" "lemmatized_Ru2" "lemmatized_Ru3" "lemmatized_Ru4" "lemmatized_Ru5" "rs-graphics-3586a42c-a647-4324-9de9-bdea3dd2b3bb"
"гарвь" 0 0 0 0.0226644793645312 0.0235379710268975 0
"главный" 0.00860770389498601 0.0123411082315192 0.0109747111299249 0.0107926092212053 0.0106990777394989 0
"говориться" 0.0137723262319776 0.0061705541157596 0.00627126350281423 0.00863408737696426 0.0128388932873986 0
"мальчуган" 0.00430385194749301 0.0205685137191987 0.0329241333897747 0.00755482645484372 0 0
"могила" 0.0120507854529804 0.00822740548767946 0.014110342881332 0.00971334829908479 0.0074893544176492 0
"молчать" 0.00774693350548741 0.0143979596034391 0.0172459746327391 0.0032377827663616 0.0139088010613485 0
"опасность" 0.0103292446739832 0.0164548109753589 0.0125425270056285 0.00971334829908479 0.00641944664369931 0
"полть" 0.00516462233699161 0.0185116623472788 0.0125425270056285 0.0129511310654464 0.00855926219159908 0
"полуночь" 0.00946847428448461 0.0102842568595993 0.0109747111299249 0.00863408737696426 0.0128388932873986 0
"порядочный" 0.0163546374004734 0.00822740548767946 0.00783907937851779 0.00863408737696426 0.0074893544176492 0
"пристань" 0.0137723262319776 0.0123411082315192 0.0109747111299249 0.0032377827663616 0.0117689855134487 0
"пуля" 0.0103292446739832 0.0123411082315192 0.00783907937851779 0.00971334829908479 0.0117689855134487 0
"свобода" 0.00774693350548741 0.0185116623472788 0.0188137905084427 0.00539630461060266 0.00855926219159908 0
"служить" 0.0197977189584678 0.0123411082315192 0.0125425270056285 0.00539630461060266 0.00106990777394989 0
"слышишь" 0.00430385194749301 0.0123411082315192 0.0109747111299249 0.0151096529096874 0.0117689855134487 0
"смех" 0.00946847428448461 0.00822740548767946 0.00940689525422134 0.00863408737696426 0.0149787088352984 0
"стемнело" 0.00946847428448461 0.0143979596034391 0.0109747111299249 0.00971334829908479 0.00962916996554897 0
"тайна" 0.0103292446739832 0.0164548109753589 0.0125425270056285 0.00755482645484372 0.00855926219159908 0
"убийство" 0.0111900150634818 0.0185116623472788 0.0125425270056285 0.00647556553272319 0.0074893544176492 0
"чистый" 0.012911555842479 0.0102842568595993 0.00313563175140711 0.0129511310654464 0.00962916996554897 0
"ясно" 0.00430385194749301 0.0226253650911185 0.0156781587570356 0.0129511310654464 0.00534953886974943 0
"бег" 0.0120507854529804 0.0102842568595993 0.00783907937851779 0.00755482645484372 0.0117689855134487 0
"внизти" 0.0189369485689692 0.0061705541157596 0.00940689525422134 0.00431704368848213 0.0074893544176492 0
"водка" 0.0146330966214762 0.0226253650911185 0.0188137905084427 0 0.00213981554789977 0
"воздух" 0.0103292446739832 0.0123411082315192 0.00783907937851779 0.0118718701433259 0.00855926219159908 0
"г" 0.0223800301269636 0.0061705541157596 0.00313563175140711 0.00755482645484372 0.00427963109579954 0
"длина" 0.00946847428448461 0.0102842568595993 0.00627126350281423 0.0107926092212053 0.0128388932873986 0
"задний" 0.0163546374004734 0.00411370274383973 0.00940689525422134 0.0129511310654464 0.00320972332184966 0
"змеиный" 0.00774693350548741 0.0061705541157596 0.0156781587570356 0.0107926092212053 0.0106990777394989 0
"милый" 0.00516462233699161 0.0226253650911185 0.028220685762664 0.00215852184424106 0.00534953886974943 0
"называться" 0.0025823111684958 0.0061705541157596 0.0125425270056285 0.00755482645484372 0.0224680632529476 0
"оловянный" 0.0111900150634818 0.0226253650911185 0.00627126350281423 0.0107926092212053 0.00427963109579954 0
"отдать" 0.0103292446739832 0.00822740548767946 0.0109747111299249 0.00539630461060266 0.0149787088352984 0
"перо" 0.0111900150634818 0.0061705541157596 0.014110342881332 0.0107926092212053 0.0074893544176492 0
"плантация" 0.0120507854529804 0.00411370274383973 0.00940689525422134 0.00863408737696426 0.0128388932873986 0
"послушай" 0.00688616311598881 0.0102842568595993 0.0109747111299249 0.0129511310654464 0.0106990777394989 0
"прекрасно" 0.0180761781794706 0.0102842568595993 0.014110342881332 0.00539630461060266 0.00213981554789977 0
"ровно" 0.00688616311598881 0.0102842568595993 0.0156781587570356 0.00647556553272319 0.0139088010613485 0
"театр" 0.0103292446739832 0.00822740548767946 0.014110342881332 0.00863408737696426 0.00962916996554897 0
"темно" 0.00602539272649021 0.00205685137191986 0.00940689525422134 0.016188913831808 0.0139088010613485 0
"тихий" 0.0025823111684958 0.0143979596034391 0.00940689525422134 0.016188913831808 0.0117689855134487 0
"топор" 0.0111900150634818 0.00822740548767946 0.00627126350281423 0.0107926092212053 0.0117689855134487 0
"хлопот" 0.0103292446739832 0.00822740548767946 0.0156781587570356 0.00539630461060266 0.0117689855134487 0
"больший" 0.012911555842479 0.0123411082315192 0.00470344762711067 0.0140303919875669 0.00427963109579954 0
"бочка" 0.00688616311598881 0.0143979596034391 0.0188137905084427 0.00863408737696426 0.00641944664369931 0
"бревен" 0.0111900150634818 0.0164548109753589 0.0125425270056285 0.00539630461060266 0.0074893544176492 0
"ва" 0.0180761781794706 0.0061705541157596 0.00627126350281423 0.0032377827663616 0.0106990777394989 0
"вслед" 0.0146330966214762 0.0143979596034391 0.014110342881332 0.00539630461060266 0.00320972332184966 0
"говоре" 0.000860770389498601 0 0 0.0226644793645312 0.0203282477050478 0
"давай" 0 0.00822740548767946 0.00627126350281423 0.0107926092212053 0.0246078788008474 0
"далее" 0.0197977189584678 0.00205685137191986 0.00470344762711067 0.00971334829908479 0.00534953886974943 0
"зать" 0.00774693350548741 0.0061705541157596 0.00627126350281423 0.00539630461060266 0.0213981554789977 0
"костюм" 0.012911555842479 0 0.00940689525422134 0.0107926092212053 0.0106990777394989 0
"лист" 0.00946847428448461 0.0164548109753589 0.00783907937851779 0.00971334829908479 0.00855926219159908 0
"награда" 0.00860770389498601 0.0123411082315192 0.0156781587570356 0.00431704368848213 0.0117689855134487 0
"несчастье" 0.00946847428448461 0.0123411082315192 0.0188137905084427 0.00431704368848213 0.00855926219159908 0
"открытый" 0.00688616311598881 0.0143979596034391 0.00940689525422134 0.0118718701433259 0.00962916996554897 0
"побег" 0.0154938670109748 0.00205685137191986 0.00783907937851779 0.00755482645484372 0.0106990777394989 0
"подождать" 0 0.0123411082315192 0.00940689525422134 0.0129511310654464 0.0181884321571481 0
"попробовать" 0.00688616311598881 0.0102842568595993 0.0109747111299249 0.00863408737696426 0.0139088010613485 0
"приниматься" 0.021519259737465 0.00411370274383973 0.00313563175140711 0.00755482645484372 0.00534953886974943 0
"пробираться" 0.00860770389498601 0.0102842568595993 0.0109747111299249 0.0140303919875669 0.00641944664369931 0
"следить" 0.00860770389498601 0.0061705541157596 0.00783907937851779 0.0172681747539285 0.0074893544176492 0
"смысл" 0.00602539272649021 0.00822740548767946 0.00783907937851779 0.0151096529096874 0.0117689855134487 0
"удрать" 0.0017215407789972 0.0102842568595993 0.00940689525422134 0.00647556553272319 0.0235379710268975 0
"бревенчатый" 0.0120507854529804 0.0061705541157596 0.00783907937851779 0.0129511310654464 0.00641944664369931 0
"бывало" 0.00774693350548741 0 0.00627126350281423 0.00755482645484372 0.0213981554789977 0
"видишь" 0.0017215407789972 0.0143979596034391 0.014110342881332 0.00863408737696426 0.0149787088352984 0
"возвращаться" 0.0103292446739832 0.0164548109753589 0.014110342881332 0.00647556553272319 0.00534953886974943 0
"вылезти" 0.00688616311598881 0.00822740548767946 0.00783907937851779 0.0107926092212053 0.0139088010613485 0
"грязь" 0.0111900150634818 0.0143979596034391 0.00783907937851779 0.00863408737696426 0.0074893544176492 0
"двенадцать" 0.00946847428448461 0.0123411082315192 0.00627126350281423 0.00971334829908479 0.0106990777394989 0
"двое" 0.00946847428448461 0.0102842568595993 0.00627126350281423 0.00863408737696426 0.0128388932873986 0
"захотеть" 0.0025823111684958 0.0102842568595993 0.0125425270056285 0.0140303919875669 0.0117689855134487 0
"имущество" 0.0103292446739832 0.00822740548767946 0.0109747111299249 0.0107926092212053 0.0074893544176492 0
"касаться" 0.017215407789972 0.00822740548767946 0.0172459746327391 0.00431704368848213 0.00106990777394989 0
"кожа" 0.00344308155799441 0.00411370274383973 0.00313563175140711 0.0226644793645312 0.0117689855134487 0
"лечь" 0.00774693350548741 0.0102842568595993 0.00940689525422134 0.00971334829908479 0.0117689855134487 0
"нитка" 0.00688616311598881 0.0143979596034391 0.0156781587570356 0.00971334829908479 0.00641944664369931 0
"оставлять" 0.0111900150634818 0.0185116623472788 0.014110342881332 0.00431704368848213 0.00534953886974943 0
"отдохнуть" 0.00602539272649021 0.0164548109753589 0.0125425270056285 0.00971334829908479 0.00855926219159908 0
"отнести" 0.0146330966214762 0.00411370274383973 0.00313563175140711 0.00971334829908479 0.0106990777394989 0
"палка" 0.00774693350548741 0.0123411082315192 0.00940689525422134 0.00539630461060266 0.0149787088352984 0
"подсвечник" 0.00774693350548741 0.0164548109753589 0.0109747111299249 0.00863408737696426 0.00855926219159908 0
"получать" 0.00860770389498601 0.00822740548767946 0.0125425270056285 0.0118718701433259 0.0074893544176492 0
"понятный" 0.0318485044114482 0 0 0.00215852184424106 0.00106990777394989 0
"постоянно" 0.0163546374004734 0.0061705541157596 0.00627126350281423 0.0107926092212053 0.00427963109579954 0
"правительство" 0.00860770389498601 0 0.0109747111299249 0.0129511310654464 0.0117689855134487 0
"прочий" 0.00946847428448461 0.0061705541157596 0.0109747111299249 0.00431704368848213 0.0160486166092483 0
"село" 0.00516462233699161 0.00411370274383973 0.00627126350281423 0.016188913831808 0.0139088010613485 0
"уходить" 0.0120507854529804 0.0061705541157596 0.00783907937851779 0.00971334829908479 0.00962916996554897 0
"цыпочка" 0.0111900150634818 0.00822740548767946 0.0125425270056285 0.00863408737696426 0.0074893544176492 0
"ясный" 0.0120507854529804 0.0123411082315192 0.00940689525422134 0.0118718701433259 0.00320972332184966 0
"бный" 0.00688616311598881 0.00822740548767946 0.014110342881332 0.00971334829908479 0.00962916996554897 0
"важный" 0.00774693350548741 0.0102842568595993 0.014110342881332 0.00647556553272319 0.0106990777394989 0
"верх" 0.00688616311598881 0.00822740548767946 0.00940689525422134 0.0151096529096874 0.0074893544176492 0
"входить" 0.0103292446739832 0.0061705541157596 0.00627126350281423 0.0118718701433259 0.00962916996554897 0
"захотеться" 0.0017215407789972 0.00411370274383973 0.0125425270056285 0.00971334829908479 0.0192583399310979 0
"клянусь" 0.021519259737465 0.0102842568595993 0.00783907937851779 0.00431704368848213 0 0
"множество" 0.0180761781794706 0.00822740548767946 0.0109747111299249 0.00647556553272319 0.00106990777394989 0
"моий" 0.0154938670109748 0.0061705541157596 0.00470344762711067 0.00539630461060266 0.0106990777394989 0
"нигде" 0.00602539272649021 0.0185116623472788 0.0156781587570356 0.00647556553272319 0.0074893544176492 0
"папа" 0 0.0205685137191987 0.0188137905084427 0.00863408737696426 0.00962916996554897 0
"прекрасный" 0.00860770389498601 0.0267390678349582 0.0156781587570356 0.00431704368848213 0.00213981554789977 0
"пристать" 0.00946847428448461 0.00411370274383973 0.00940689525422134 0.0118718701433259 0.00962916996554897 0
"пробовать" 0.00774693350548741 0.0061705541157596 0.00940689525422134 0.00971334829908479 0.0128388932873986 0
"сметь" 0.0111900150634818 0.0185116623472788 0.0188137905084427 0.00431704368848213 0.00106990777394989 0
"уверенный" 0.0111900150634818 0.00822740548767946 0.014110342881332 0.0129511310654464 0.00106990777394989 0
"ужас" 0.00946847428448461 0.0185116623472788 0.0172459746327391 0.00755482645484372 0.00106990777394989 0
"ширина" 0.0111900150634818 0.00411370274383973 0.00313563175140711 0.0118718701433259 0.0117689855134487 0
"благодаря" 0.017215407789972 0.0185116623472788 0.00783907937851779 0.00431704368848213 0 0
"внизу" 0.00688616311598881 0.00411370274383973 0.0125425270056285 0.0140303919875669 0.0074893544176492 0
"встретить" 0.0137723262319776 0.0102842568595993 0.0109747111299249 0.00647556553272319 0.00427963109579954 0
"гвоздь" 0.00860770389498601 0.0185116623472788 0.0125425270056285 0.00647556553272319 0.00534953886974943 0
"глупый" 0.00516462233699161 0.0143979596034391 0.0266528698869605 0.00647556553272319 0.00213981554789977 0
"господ" 0.0103292446739832 0.0185116623472788 0.00940689525422134 0.00107926092212053 0.0106990777394989 0
"грустный" 0.012911555842479 0.00822740548767946 0.014110342881332 0.00647556553272319 0.00427963109579954 0
"единственный" 0.00774693350548741 0.00822740548767946 0.00940689525422134 0.0129511310654464 0.0074893544176492 0
"забрать" 0.00430385194749301 0.0061705541157596 0.00783907937851779 0.00755482645484372 0.0192583399310979 0
"завтра" 0.0103292446739832 0.0102842568595993 0.014110342881332 0.00647556553272319 0.00641944664369931 0
"зал" 0.0206584893479664 0.00822740548767946 0.00940689525422134 0.00107926092212053 0.00320972332184966 0
"знакомый" 0.0120507854529804 0.0102842568595993 0.0156781587570356 0.00431704368848213 0.00534953886974943 0
"знал" 0.0025823111684958 0.0102842568595993 0.0125425270056285 0.00971334829908479 0.0139088010613485 0
"королевский" 0.0146330966214762 0.0061705541157596 0.00940689525422134 0.00431704368848213 0.00855926219159908 0
"край" 0.00860770389498601 0.00822740548767946 0.0172459746327391 0.00539630461060266 0.00855926219159908 0
"менее" 0.0241015709059608 0.0123411082315192 0.00627126350281423 0 0 0
"никой" 0.00602539272649021 0.0123411082315192 0.0125425270056285 0.00863408737696426 0.00962916996554897 0
"палуба" 0.012911555842479 0.0143979596034391 0.00940689525422134 0.00539630461060266 0.00534953886974943 0
"перье" 0.00516462233699161 0.0143979596034391 0.00783907937851779 0.0107926092212053 0.0106990777394989 0
"пожилой" 0.0241015709059608 0 0.00940689525422134 0.0032377827663616 0.00106990777394989 0
"поспешно" 0.0232408005164622 0.00822740548767946 0.00627126350281423 0.0032377827663616 0 0
"правый" 0.0103292446739832 0.0061705541157596 0.00940689525422134 0.0107926092212053 0.0074893544176492 0
"приготовить" 0.00516462233699161 0.0123411082315192 0.014110342881332 0.0129511310654464 0.00534953886974943 0
"принимать" 0.0163546374004734 0.00822740548767946 0.00940689525422134 0.00539630461060266 0.00427963109579954 0
"провести" 0.0120507854529804 0.0061705541157596 0.00940689525422134 0.00755482645484372 0.00855926219159908 0
"роджерс" 0.00688616311598881 0.0143979596034391 0.0109747111299249 0.00863408737696426 0.00855926219159908 0
"сбежать" 0.00774693350548741 0.00822740548767946 0.00627126350281423 0.0172681747539285 0.00534953886974943 0
"смеяться" 0.00860770389498601 0.0102842568595993 0.00940689525422134 0.0107926092212053 0.0074893544176492 0
"хватить" 0.00688616311598881 0.0123411082315192 0.0109747111299249 0.00755482645484372 0.0106990777394989 0
"хочться" 0.0017215407789972 0.00411370274383973 0.00156781587570356 0.016188913831808 0.0192583399310979 0
"шкура" 0.0120507854529804 0.0102842568595993 0.0188137905084427 0.0032377827663616 0.00427963109579954 0
"являться" 0.0180761781794706 0.00411370274383973 0.0125425270056285 0.00431704368848213 0.00320972332184966 0
"воспользоваться" 0.0146330966214762 0.0143979596034391 0.0125425270056285 0.0032377827663616 0.00213981554789977 0
"выскочить" 0.0025823111684958 0.0102842568595993 0.014110342881332 0.00863408737696426 0.0128388932873986 0
"дай" 0.00430385194749301 0.0102842568595993 0.00627126350281423 0.0129511310654464 0.0117689855134487 0
"дно" 0.00602539272649021 0.0143979596034391 0.014110342881332 0.00971334829908479 0.00534953886974943 0
"закричать" 0.0017215407789972 0.0164548109753589 0.0235172381355534 0.00539630461060266 0.0074893544176492 0
"зоть" 0.00430385194749301 0.0143979596034391 0.00627126350281423 0.00755482645484372 0.0149787088352984 0
"местечко" 0.00860770389498601 0.0185116623472788 0.0156781587570356 0.00647556553272319 0.00213981554789977 0
"можть" 0.012911555842479 0.00205685137191986 0.00940689525422134 0.00863408737696426 0.0074893544176492 0
"наверх" 0.00516462233699161 0.0061705541157596 0.014110342881332 0.00647556553272319 0.0139088010613485 0
"надеюсь" 0.017215407789972 0.00822740548767946 0.0125425270056285 0.00431704368848213 0.00106990777394989 0
"надеяться" 0.00516462233699161 0.0123411082315192 0.0109747111299249 0.00971334829908479 0.00962916996554897 0
"несчастный" 0.00860770389498601 0.0102842568595993 0.00783907937851779 0.00971334829908479 0.00855926219159908 0
"общий" 0.0154938670109748 0.00822740548767946 0.00470344762711067 0.00971334829908479 0.00320972332184966 0
"пить" 0.00688616311598881 0.00205685137191986 0.00313563175140711 0.0140303919875669 0.0139088010613485 0
"поцеловать" 0.00774693350548741 0.0102842568595993 0.0109747111299249 0.00647556553272319 0.0106990777394989 0
"приятно" 0.00860770389498601 0.0061705541157596 0.014110342881332 0.0118718701433259 0.00427963109579954 0
"свечь" 0.00860770389498601 0.0143979596034391 0.00783907937851779 0.0118718701433259 0.00427963109579954 0
"свинья" 0.0103292446739832 0.0061705541157596 0.00627126350281423 0.00971334829908479 0.00962916996554897 0
"табака" 0.00688616311598881 0.00205685137191986 0.00470344762711067 0.0118718701433259 0.0149787088352984 0
"черт" 0.0223800301269636 0 0 0 0.0117689855134487 0
"аукцион" 0.00860770389498601 0.00411370274383973 0.0125425270056285 0.00863408737696426 0.00855926219159908 0
"бедняжка" 0.0146330966214762 0.00205685137191986 0.00313563175140711 0.00971334829908479 0.0074893544176492 0
"билль" 0.00946847428448461 0.0205685137191987 0 0.016188913831808 0 0
"боггс" 0.0189369485689692 0 0 0.0151096529096874 0 0
"бросать" 0.00602539272649021 0.0102842568595993 0.0125425270056285 0.00755482645484372 0.00962916996554897 0
"всбыть" 0.00516462233699161 0.0102842568595993 0.00627126350281423 0.0118718701433259 0.0106990777394989 0
"выдать" 0.00860770389498601 0.0143979596034391 0.0156781587570356 0.00431704368848213 0.00534953886974943 0
"голубчик" 0.0180761781794706 0.00205685137191986 0.00627126350281423 0.00863408737696426 0.00213981554789977 0
"ездить" 0.00688616311598881 0.00411370274383973 0.0109747111299249 0.00755482645484372 0.0128388932873986 0
"здоровый" 0.00688616311598881 0 0.00470344762711067 0.0151096529096874 0.0117689855134487 0
"интересный" 0.0120507854529804 0.00822740548767946 0.00627126350281423 0.00863408737696426 0.00641944664369931 0
"короля" 0.00516462233699161 0 0.0203816063841462 0.00863408737696426 0.00962916996554897 0
"красивый" 0.00430385194749301 0.00205685137191986 0.00627126350281423 0.016188913831808 0.0117689855134487 0
"мешать" 0.0111900150634818 0.0061705541157596 0.00783907937851779 0.00647556553272319 0.00962916996554897 0
"надежда" 0.0146330966214762 0.0205685137191987 0.00783907937851779 0.0032377827663616 0.00106990777394989 0
"опустить" 0.0111900150634818 0.00411370274383973 0.00783907937851779 0.00647556553272319 0.0106990777394989 0
"останться" 0.00774693350548741 0.00822740548767946 0.0156781587570356 0.00647556553272319 0.0074893544176492 0
"па" 0.000860770389498601 0.0123411082315192 0.00313563175140711 0 0.0288875098966469 0
"пойду" 0.000860770389498601 0.0164548109753589 0.0109747111299249 0.00863408737696426 0.0128388932873986 0
"полоса" 0.0111900150634818 0.0061705541157596 0.00470344762711067 0.00863408737696426 0.00962916996554897 0
"попадаться" 0.00688616311598881 0.0164548109753589 0.0109747111299249 0.00971334829908479 0.00427963109579954 0
"послышаться" 0.00344308155799441 0.0205685137191987 0.0203816063841462 0.00647556553272319 0.00320972332184966 0
"приближаться" 0.012911555842479 0.0102842568595993 0.00627126350281423 0.0129511310654464 0 0
"следует" 0.00602539272649021 0 0.00470344762711067 0.0107926092212053 0.0171185243831982 0
"смотри" 0.00344308155799441 0.0123411082315192 0.0125425270056285 0.00431704368848213 0.0149787088352984 0
"спасти" 0.00602539272649021 0.0061705541157596 0.014110342881332 0.0107926092212053 0.0074893544176492 0
"странно" 0.0103292446739832 0.00411370274383973 0.00470344762711067 0.0140303919875669 0.00641944664369931 0
"труп" 0.00946847428448461 0.0143979596034391 0.0109747111299249 0.00755482645484372 0.00427963109579954 0
"боб" 0.0103292446739832 0 0.00470344762711067 0.0118718701433259 0.00962916996554897 0
"буря" 0.00860770389498601 0.0123411082315192 0.0125425270056285 0.0107926092212053 0.00106990777394989 0
"вас" 0.0111900150634818 0.0102842568595993 0.0125425270056285 0.00539630461060266 0.00427963109579954 0
"вздуматься" 0.00774693350548741 0.00411370274383973 0.00470344762711067 0.00539630461060266 0.0171185243831982 0
"волна" 0.00688616311598881 0.0164548109753589 0.00940689525422134 0.00755482645484372 0.00641944664369931 0
"выстрел" 0.00946847428448461 0.0102842568595993 0.00940689525422134 0.00647556553272319 0.0074893544176492 0
"дома" 0.00602539272649021 0.00822740548767946 0.00940689525422134 0.0107926092212053 0.00855926219159908 0
"испугаться" 0.00430385194749301 0.0123411082315192 0.00940689525422134 0.0118718701433259 0.0074893544176492 0
"картинка" 0.0017215407789972 0.00411370274383973 0.00627126350281423 0.0118718701433259 0.0171185243831982 0
"мель" 0.00602539272649021 0.00822740548767946 0.00940689525422134 0.0107926092212053 0.00855926219159908 0
"начаться" 0.00774693350548741 0.0102842568595993 0.00783907937851779 0.00971334829908479 0.0074893544176492 0
"объятие" 0.0111900150634818 0.0102842568595993 0.0156781587570356 0.00539630461060266 0.00213981554789977 0
"подкоп" 0 0.0102842568595993 0.0109747111299249 0.0151096529096874 0.00962916996554897 0
"пожитка" 0.0137723262319776 0.0061705541157596 0.00470344762711067 0.00539630461060266 0.00855926219159908 0
"поздно" 0.00602539272649021 0.00822740548767946 0.00940689525422134 0.00863408737696426 0.0106990777394989 0
"полковник" 0.0180761781794706 0 0 0.00539630461060266 0.00962916996554897 0
"примет" 0.00860770389498601 0 0.00783907937851779 0.00971334829908479 0.0117689855134487 0
"пристально" 0.0137723262319776 0.0123411082315192 0.0125425270056285 0.00215852184424106 0.00320972332184966 0
"приятель" 0.0137723262319776 0.0102842568595993 0.00783907937851779 0.0032377827663616 0.00641944664369931 0
"сарай" 0.0017215407789972 0.00205685137191986 0.0219494222598498 0.00755482645484372 0.0117689855134487 0
"свалиться" 0.00430385194749301 0.0102842568595993 0.00783907937851779 0.0129511310654464 0.00855926219159908 0
"сверкать" 0.00860770389498601 0.0205685137191987 0.00627126350281423 0.00755482645484372 0.00427963109579954 0
"свеч" 0.00602539272649021 0.0123411082315192 0.0125425270056285 0.00755482645484372 0.0074893544176492 0
"слегка" 0.0206584893479664 0 0.00156781587570356 0.00755482645484372 0.00320972332184966 0
"старший" 0.0111900150634818 0.0061705541157596 0.00783907937851779 0.00755482645484372 0.0074893544176492 0
"уилкс" 0 0 0 0.018347435676049 0.0192583399310979 0
"целовать" 0.00602539272649021 0.00822740548767946 0.0156781587570356 0.00755482645484372 0.0074893544176492 0
"цель" 0.0111900150634818 0.0205685137191987 0.014110342881332 0.00215852184424106 0.00106990777394989 0
"шефердсон" 0.0180761781794706 0 0 0.0151096529096874 0 0
"бака" 0 0 0 0.0205059575202901 0.0160486166092483 0
"бум" 0.00516462233699161 0.0143979596034391 0.0109747111299249 0.00863408737696426 0.00641944664369931 0
"встретиться" 0.0197977189584678 0 0.00313563175140711 0.00431704368848213 0.00534953886974943 0
"дыхание" 0.0103292446739832 0.0123411082315192 0.00940689525422134 0.00755482645484372 0.00320972332184966 0
"жив" 0.0025823111684958 0.0143979596034391 0.014110342881332 0.00647556553272319 0.00962916996554897 0
"заперть" 0.00860770389498601 0.0102842568595993 0.0109747111299249 0.00755482645484372 0.00534953886974943 0
"заплакать" 0.00344308155799441 0.0102842568595993 0.0109747111299249 0.00431704368848213 0.0149787088352984 0
"заплатить" 0.00602539272649021 0.00822740548767946 0.0109747111299249 0.00863408737696426 0.00855926219159908 0
"копать" 0 0.0102842568595993 0.00470344762711067 0.0032377827663616 0.0246078788008474 0
"коров" 0.00602539272649021 0.00205685137191986 0.0125425270056285 0.0107926092212053 0.00855926219159908 0
"лепешка" 0.00946847428448461 0 0.00156781587570356 0.0118718701433259 0.0117689855134487 0
"лично" 0.0292661932429524 0 0 0 0 0
"мастер" 0.000860770389498601 0.00411370274383973 0.0360597651411818 0.00755482645484372 0.00106990777394989 0
"мной" 0.0154938670109748 0.00205685137191986 0.00470344762711067 0.00431704368848213 0.00855926219159908 0
"напротив" 0.017215407789972 0.00205685137191986 0.00313563175140711 0.00539630461060266 0.00641944664369931 0
"наткнуться" 0.00430385194749301 0.0123411082315192 0.00627126350281423 0.00755482645484372 0.0128388932873986 0
"обойти" 0.00688616311598881 0.00822740548767946 0.00627126350281423 0.00971334829908479 0.00962916996554897 0
"опуститься" 0.00430385194749301 0.00822740548767946 0.00783907937851779 0.0172681747539285 0.00427963109579954 0
"останавливаться" 0.00430385194749301 0.00822740548767946 0.00627126350281423 0.00755482645484372 0.0149787088352984 0
"переправиться" 0.00860770389498601 0.00205685137191986 0.00470344762711067 0.00539630461060266 0.0160486166092483 0
"пират" 0.00344308155799441 0.0143979596034391 0.014110342881332 0.00755482645484372 0.0074893544176492 0
"подниматься" 0.00688616311598881 0 0.00313563175140711 0.0107926092212053 0.0149787088352984 0
"постепенно" 0.012911555842479 0.0185116623472788 0.00627126350281423 0.00647556553272319 0 0
"появиться" 0.00430385194749301 0.0123411082315192 0.0109747111299249 0.016188913831808 0.00106990777394989 0
"сложить" 0.00860770389498601 0.00822740548767946 0.00313563175140711 0.0129511310654464 0.00641944664369931 0
"трубка" 0.00946847428448461 0.0061705541157596 0.00627126350281423 0.00971334829908479 0.0074893544176492 0
"улизнуть" 0.0025823111684958 0.00822740548767946 0.0109747111299249 0.016188913831808 0.00534953886974943 0
"банк" 0.00688616311598881 0.00205685137191986 0.014110342881332 0.00755482645484372 0.00855926219159908 0
"вдать" 0.0111900150634818 0.0143979596034391 0.00940689525422134 0.00755482645484372 0 0
"ветер" 0.00688616311598881 0.0102842568595993 0.00627126350281423 0.00971334829908479 0.0074893544176492 0
"вход" 0.00774693350548741 0.0102842568595993 0.00940689525422134 0.00863408737696426 0.00534953886974943 0
"выступить" 0.00774693350548741 0.0061705541157596 0.00940689525422134 0.00863408737696426 0.0074893544176492 0
"герб" 0.00946847428448461 0.00411370274383973 0 0.00863408737696426 0.0128388932873986 0
"говоришь" 0.00946847428448461 0.0102842568595993 0.00627126350281423 0.00863408737696426 0.00534953886974943 0
"грязный" 0.00688616311598881 0.0102842568595993 0.00627126350281423 0.0107926092212053 0.00641944664369931 0
"еда" 0.0025823111684958 0.00205685137191986 0.00940689525422134 0.00971334829908479 0.0149787088352984 0
"ель" 0.000860770389498601 0.00822740548767946 0.00783907937851779 0.0118718701433259 0.0128388932873986 0
"жалко" 0.000860770389498601 0.00411370274383973 0.0125425270056285 0.00107926092212053 0.0224680632529476 0
"кстать" 0.012911555842479 0.00411370274383973 0.0109747111299249 0.0032377827663616 0.00641944664369931 0
"ловить" 0.00430385194749301 0.00822740548767946 0.00940689525422134 0.00755482645484372 0.0117689855134487 0
"напиться" 0.00688616311598881 0.0123411082315192 0.00940689525422134 0.00755482645484372 0.00641944664369931 0
"некогда" 0.00860770389498601 0.00411370274383973 0.00470344762711067 0.00647556553272319 0.0128388932873986 0
"низкий" 0.00516462233699161 0.00822740548767946 0.00313563175140711 0.016188913831808 0.00641944664369931 0
"пастор" 0.0103292446739832 0 0.0172459746327391 0.0032377827663616 0.0074893544176492 0
"песчаный" 0.0146330966214762 0.00205685137191986 0.00156781587570356 0.0129511310654464 0.00213981554789977 0
"погоня" 0.0103292446739832 0.0102842568595993 0.0109747111299249 0.00215852184424106 0.0074893544176492 0
"поднимать" 0.00516462233699161 0.00205685137191986 0.00940689525422134 0.00863408737696426 0.0128388932873986 0
"понимаешь" 0.00344308155799441 0.00411370274383973 0.00627126350281423 0.016188913831808 0.00855926219159908 0
"предложить" 0.00860770389498601 0.0123411082315192 0.00940689525422134 0.00971334829908479 0.00213981554789977 0
"продажа" 0.00946847428448461 0 0.0109747111299249 0.00863408737696426 0.0074893544176492 0
"продолжение" 0.0180761781794706 0.0143979596034391 0.00627126350281423 0.00107926092212053 0 0
"прочее" 0.00946847428448461 0.00411370274383973 0.00470344762711067 0.00755482645484372 0.0106990777394989 0
